"uid","cluster","spent","country","gender","device"
"1025534","Control","0","USA","",""
"1025535","Control","0","BRA","M",""
"1025536","Treatment","0","TUR","",""
"1025537","Treatment","0","USA","F",""
"1025538","Treatment","0","MEX","F",""
"1025539","Treatment","0","BRA","M",""
"1025540","Control","0","BRA","",""
"1025541","Treatment","0","ESP","F",""
"1025542","Treatment","0","ESP","",""
"1025543","Treatment","0","TUR","F",""
"1025544","Treatment","0","MEX","F",""
"1025545","Treatment","0","FRA","F",""
"1025546","Treatment","0","AUS","M",""
"1025547","Treatment","0","ESP","M",""
"1025548","Treatment","0","FRA","M",""
"1025549","Control","0","USA","",""
"1025550","Control","0","BRA","F",""
"1025551","Control","0","USA","",""
"1025552","Treatment","0","ESP","M",""
"1025553","Control","0","FRA","M",""
"1025554","Treatment","0","FRA","M",""
"1025556","Treatment","0","MEX","F",""
"1025557","Control","0","MEX","F",""
"1025558","Treatment","0","GBR","",""
"1025559","Treatment","0","BRA","F",""
"1025560","Control","0","USA","M",""
"1025561","Treatment","0","USA","M",""
"1025562","Control","0","DEU","F",""
"1025563","Control","0","BRA","M",""
"1025564","Control","0","TUR","M",""
"1025565","Treatment","0","FRA","M",""
"1025566","Control","0","USA","F",""
"1025567","Treatment","0","USA","M",""
"1025568","Treatment","0","USA","F",""
"1025569","Control","0","USA","M",""
"1025570","Control","0","","M",""
"1025571","Treatment","0","BRA","F",""
"1025572","Treatment","0","USA","M",""
"1025573","Control","0","USA","M",""
"1025574","Control","0","BRA","M",""
"1025575","Treatment","0","DEU","F",""
"1025576","Control","0","USA","M",""
"1025577","Treatment","0","TUR","M",""
"1025578","Treatment","0","USA","F",""
"1025579","Treatment","0","BRA","F",""
"1025580","Control","0","BRA","",""
"1025581","Treatment","0","BRA","O",""
"1025582","Treatment","0","ESP","M",""
"1025583","Treatment","0","MEX","F",""
"1025585","Treatment","0","USA","F",""
"1025586","Treatment","0","DEU","",""
"1025587","Control","0","CAN","M",""
"1025588","Treatment","0","ESP","M",""
"1025589","Treatment","0","GBR","M",""
"1025590","Control","0","BRA","F",""
"1025591","Treatment","0","ESP","M",""
"1025592","Control","0","MEX","M",""
"1025593","Treatment","0","USA","F",""
"1025594","Treatment","0","USA","M",""
"1025595","Control","0","USA","M",""
"1025596","Control","0","USA","M",""
"1025597","Treatment","0","DEU","M",""
"1025598","Control","0","GBR","M",""
"1025599","Control","0","AUS","M",""
"1025600","Control","0","USA","F",""
"1025601","Control","0","USA","F",""
"1025602","Treatment","62.33","USA","M","A"
"1025603","Control","0","USA","F",""
"1025604","Control","0","CAN","F",""
"1025605","Control","0","BRA","",""
"1025606","Control","0","BRA","F",""
"1025607","Control","0","TUR","F",""
"1025608","Control","0","ESP","F",""
"1025609","Control","0","GBR","M",""
"1025610","Treatment","0","USA","F",""
"1025611","Treatment","0","GBR","F",""
"1025612","Treatment","0","DEU","O",""
"1025613","Treatment","0","FRA","M",""
"1025615","Treatment","0","MEX","F",""
"1025616","Treatment","0","BRA","M",""
"1025617","Control","0","FRA","M",""
"1025618","Control","0","USA","F",""
"1025619","Treatment","0","MEX","M",""
"1025620","Treatment","0","USA","",""
"1025621","Control","0","BRA","M",""
"1025622","Treatment","0","AUS","F",""
"1025623","Control","0","USA","F",""
"1025624","Control","0","MEX","M",""
"1025625","Control","0","CAN","F",""
"1025626","Treatment","0","MEX","M",""
"1025627","Treatment","0","USA","M",""
"1025628","Treatment","0","BRA","M",""
"1025629","Control","0","USA","F",""
"1025630","Control","0","USA","F",""
"1025631","Treatment","0","MEX","M",""
"1025632","Treatment","0","GBR","M",""
"1025633","Control","0","TUR","M",""
"1025634","Treatment","0","ESP","",""
"1025635","Treatment","0","GBR","F",""
"1025636","Treatment","0","FRA","F",""
"1025638","Treatment","0","MEX","F",""
"1025639","Treatment","0","MEX","M",""
"1025640","Control","0","CAN","M",""
"1025641","Treatment","0","FRA","F",""
"1025642","Control","0","USA","M",""
"1025643","Treatment","0","BRA","M",""
"1025644","Control","0","USA","F",""
"1025645","Treatment","0","AUS","F",""
"1025646","Treatment","0","USA","",""
"1025647","Treatment","0","","M",""
"1025648","Treatment","0","MEX","F",""
"1025649","Control","0","USA","M",""
"1025650","Control","0","TUR","M",""
"1025651","Treatment","0","MEX","",""
"1025652","Treatment","0","FRA","",""
"1025653","Control","0","BRA","F",""
"1025654","Treatment","0","ESP","",""
"1025655","Control","0","FRA","F",""
"1025656","Control","0","BRA","",""
"1025657","Control","0","","F",""
"1025658","Control","0","USA","M",""
"1025659","Treatment","0","BRA","M",""
"1025660","Control","0","DEU","M",""
"1025661","Treatment","0","AUS","M",""
"1025662","Treatment","0","DEU","F",""
"1025663","Treatment","0","BRA","M",""
"1025664","Treatment","0","TUR","F",""
"1025665","Treatment","0","BRA","M",""
"1025666","Control","0","ESP","F",""
"1025667","Control","0","USA","M",""
"1025668","Control","0","USA","",""
"1025669","Control","0","ESP","M",""
"1025670","Treatment","0","DEU","F",""
"1025671","Control","0","USA","M",""
"1025672","Treatment","0","USA","F",""
"1025673","Control","0","FRA","F",""
"1025674","Control","0","AUS","M",""
"1025675","Control","0","USA","M",""
"1025676","Control","0","BRA","M",""
"1025677","Treatment","0","ESP","F",""
"1025678","Control","0","USA","F",""
"1025679","Treatment","0","BRA","",""
"1025680","Treatment","0","TUR","M",""
"1025681","Treatment","0","MEX","F",""
"1025683","Control","0","BRA","F",""
"1025684","Control","0","BRA","M",""
"1025685","Control","0","BRA","F",""
"1025686","Control","0","GBR","M",""
"1025687","Control","0","BRA","M",""
"1025688","Treatment","0","ESP","F",""
"1025689","Treatment","0","AUS","M",""
"1025690","Treatment","0","BRA","F",""
"1025691","Treatment","0","FRA","F",""
"1025692","Treatment","0","USA","",""
"1025693","Control","0","CAN","M",""
"1025694","Treatment","0","BRA","",""
"1025695","Treatment","0","BRA","O",""
"1025696","Treatment","0","USA","",""
"1025697","Control","0","BRA","",""
"1025698","Control","0","AUS","",""
"1025699","Treatment","0","MEX","",""
"1025700","Treatment","0","DEU","F",""
"1025701","Control","0","MEX","M",""
"1025702","Treatment","0","BRA","",""
"1025703","Treatment","0","USA","O",""
"1025704","Treatment","0","MEX","",""
"1025705","Treatment","0","FRA","F",""
"1025706","Treatment","0","USA","M",""
"1025707","Treatment","0","BRA","",""
"1025708","Control","137.41","MEX","","A"
"1025709","Control","0","USA","F",""
"1025710","Treatment","0","BRA","M",""
"1025711","Control","0","BRA","F",""
"1025712","Treatment","0","TUR","",""
"1025713","Treatment","0","FRA","M",""
"1025714","Control","0","MEX","F",""
"1025715","Treatment","0","GBR","M",""
"1025716","Control","0","USA","M",""
"1025717","Treatment","64.39","DEU","M","A"
"1025718","Treatment","0","GBR","F",""
"1025719","Treatment","0","MEX","F",""
"1025721","Control","0","MEX","F",""
"1025722","Control","0","ESP","F",""
"1025723","Control","0","GBR","",""
"1025725","Treatment","0","USA","",""
"1025726","Treatment","0","BRA","M",""
"1025727","Treatment","0","USA","F",""
"1025728","Control","0","USA","F",""
"1025729","Control","0","USA","F",""
"1025730","Control","0","USA","M",""
"1025731","Treatment","0","USA","F",""
"1025732","Control","0","TUR","F",""
"1025733","Control","0","FRA","M",""
"1025734","Control","0","USA","M",""
"1025735","Treatment","0","USA","",""
"1025736","Treatment","0","USA","M",""
"1025737","Control","0","USA","M",""
"1025738","Treatment","0","CAN","",""
"1025739","Control","0","GBR","M",""
"1025740","Control","0","USA","F",""
"1025741","Treatment","0","USA","O",""
"1025742","Treatment","0","USA","F",""
"1025743","Treatment","67.99","USA","F","I"
"1025744","Treatment","0","USA","M",""
"1025745","Treatment","0","ESP","M",""
"1025746","Treatment","0","DEU","M",""
"1025747","Control","0","USA","",""
"1025748","Control","0","CAN","F",""
"1025749","Control","0","USA","M",""
"1025750","Control","0","BRA","F",""
"1025751","Treatment","0","USA","M",""
"1025752","Treatment","0","FRA","M",""
"1025753","Treatment","0","GBR","F",""
"1025754","Treatment","0","TUR","",""
"1025755","Control","0","BRA","M",""
"1025756","Control","0","USA","",""
"1025757","Control","0","GBR","F",""
"1025758","Control","0","MEX","M",""
"1025759","Control","0","USA","",""
"1025760","Treatment","0","DEU","F",""
"1025761","Treatment","0","","F",""
"1025762","Treatment","0","FRA","F",""
"1025763","Control","0","DEU","M",""
"1025764","Treatment","0","BRA","F",""
"1025765","Control","0","MEX","F",""
"1025766","Control","0","USA","F",""
"1025767","Control","0","USA","",""
"1025768","Treatment","0","BRA","F",""
"1025769","Treatment","0","MEX","F",""
"1025770","Treatment","0","CAN","F",""
"1025772","Treatment","0","TUR","M",""
"1025773","Treatment","0","USA","F",""
"1025774","Treatment","0","CAN","M",""
"1025775","Treatment","0","AUS","F",""
"1025776","Control","0","TUR","F",""
"1025777","Control","0","BRA","O",""
"1025778","Treatment","0","ESP","F",""
"1025779","Treatment","0","FRA","F",""
"1025780","Control","0","ESP","",""
"1025781","Treatment","0","BRA","",""
"1025782","Treatment","0","BRA","F",""
"1025783","Control","0","CAN","F",""
"1025784","Treatment","0","USA","",""
"1025785","Treatment","0","USA","",""
"1025786","Control","0","USA","",""
"1025787","Control","0","ESP","M",""
"1025788","Control","0","BRA","F",""
"1025789","Control","0","DEU","F",""
"1025790","Treatment","0","BRA","M",""
"1025791","Control","0","USA","F",""
"1025792","Treatment","0","DEU","M",""
"1025793","Control","0","FRA","F",""
"1025794","Treatment","0","DEU","M",""
"1025795","Control","0","USA","F",""
"1025796","Control","0","USA","F",""
"1025797","Treatment","0","BRA","F",""
"1025798","Control","0","USA","F",""
"1025799","Control","0","DEU","",""
"1025800","Control","0","USA","F",""
"1025801","Control","0","BRA","M",""
"1025802","Control","55.95","BRA","F","I"
"1025804","Treatment","0","BRA","F",""
"1025805","Treatment","0","TUR","F",""
"1025806","Treatment","0","TUR","",""
"1025807","Control","0","MEX","",""
"1025808","Treatment","0","BRA","",""
"1025809","Control","0","BRA","M",""
"1025810","Control","0","MEX","M",""
"1025811","Treatment","0","USA","M",""
"1025812","Treatment","0","BRA","F",""
"1025813","Treatment","0","BRA","M",""
"1025814","Control","0","BRA","M",""
"1025815","Treatment","0","TUR","M",""
"1025816","Control","0","","M",""
"1025817","Control","0","USA","F",""
"1025818","Treatment","0","MEX","O",""
"1025819","Treatment","0","FRA","M",""
"1025820","Treatment","0","MEX","F",""
"1025821","Control","0","DEU","F",""
"1025822","Control","0","GBR","F",""
"1025823","Treatment","0","ESP","",""
"1025824","Control","0","DEU","F",""
"1025825","Treatment","0","MEX","M",""
"1025826","Control","0","BRA","M",""
"1025827","Treatment","0","BRA","M",""
"1025828","Treatment","0","USA","F",""
"1025829","Control","0","USA","M",""
"1025830","Control","33.76","BRA","","A"
"1025831","Control","0","FRA","",""
"1025832","Treatment","0","USA","F",""
"1025833","Control","0","USA","F",""
"1025834","Treatment","51.4484944442487175","USA","","A"
"1025835","Treatment","0","TUR","M",""
"1025836","Treatment","0","DEU","",""
"1025837","Treatment","0","USA","M",""
"1025838","Treatment","0","ESP","M",""
"1025839","Control","0","BRA","M",""
"1025840","Treatment","0","MEX","F",""
"1025841","Control","0","MEX","F",""
"1025842","Control","0","USA","M",""
"1025843","Treatment","0","FRA","F",""
"1025844","Control","0","DEU","F",""
"1025845","Control","173.67","USA","O","A"
"1025846","Treatment","0","GBR","F",""
"1025847","Treatment","0","MEX","",""
"1025848","Control","0","GBR","M",""
"1025849","Treatment","0","BRA","M",""
"1025850","Control","0","DEU","F",""
"1025851","Control","0","TUR","F",""
"1025852","Control","0","BRA","",""
"1025853","Control","0","BRA","O",""
"1025854","Control","0","BRA","F",""
"1025855","Control","0","BRA","F",""
"1025857","Treatment","0","USA","",""
"1025858","Treatment","0","USA","M",""
"1025859","Control","0","USA","M",""
"1025860","Treatment","0","DEU","M",""
"1025861","Control","0","BRA","",""
"1025862","Control","0","USA","M",""
"1025863","Control","0","BRA","F",""
"1025864","Control","0","USA","F",""
"1025865","Control","0","GBR","",""
"1025866","Control","0","BRA","M",""
"1025867","Treatment","0","GBR","F",""
"1025868","Treatment","0","TUR","M",""
"1025869","Treatment","0","USA","F",""
"1025870","Control","0","GBR","",""
"1025871","Treatment","0","USA","F",""
"1025872","Treatment","0","CAN","M",""
"1025873","Control","0","DEU","M",""
"1025874","Treatment","0","BRA","O",""
"1025875","Control","0","MEX","F",""
"1025876","Control","0","DEU","M",""
"1025877","Treatment","47.88","USA","F","I"
"1025878","Treatment","0","FRA","M",""
"1025879","Treatment","0","CAN","",""
"1025880","Treatment","0","BRA","M",""
"1025881","Control","0","AUS","M",""
"1025882","Control","0","CAN","",""
"1025883","Treatment","0","TUR","F",""
"1025884","Control","0","","F",""
"1025885","Control","0","ESP","O",""
"1025886","Control","0","USA","M",""
"1025887","Control","0","FRA","F",""
"1025888","Control","0","MEX","F",""
"1025889","Treatment","0","MEX","O",""
"1025890","Control","0","CAN","M",""
"1025891","Control","0","BRA","",""
"1025892","Control","0","MEX","M",""
"1025893","Control","0","USA","M",""
"1025894","Control","0","FRA","M",""
"1025895","Treatment","0","USA","F",""
"1025896","Treatment","0","TUR","M",""
"1025897","Control","0","BRA","M",""
"1025898","Treatment","0","TUR","F",""
"1025899","Treatment","0","DEU","M",""
"1025900","Treatment","0","FRA","",""
"1025901","Control","0","USA","F",""
"1025902","Treatment","0","TUR","M",""
"1025903","Treatment","0","MEX","F",""
"1025904","Treatment","0","USA","F",""
"1025905","Control","0","MEX","M",""
"1025906","Treatment","0","USA","",""
"1025907","Control","0","TUR","F",""
"1025908","Treatment","0","USA","M",""
"1025909","Control","0","USA","M",""
"1025910","Treatment","0","FRA","M",""
"1025911","Control","37.41","USA","M","I"
"1025912","Treatment","0","MEX","F",""
"1025913","Treatment","0","MEX","F",""
"1025914","Control","0","BRA","F",""
"1025915","Control","0","MEX","F",""
"1025916","Treatment","0","MEX","F",""
"1025917","Control","0","USA","F",""
"1025918","Control","0","DEU","M",""
"1025919","Treatment","0","USA","F",""
"1025920","Treatment","0","USA","F",""
"1025921","Treatment","0","BRA","F",""
"1025922","Treatment","0","DEU","F",""
"1025923","Control","0","MEX","F",""
"1025924","Treatment","0","MEX","O",""
"1025925","Treatment","0","USA","M",""
"1025926","Treatment","0","ESP","F",""
"1025927","Control","0","USA","M",""
"1025928","Treatment","0","USA","",""
"1025929","Treatment","0","USA","F",""
"1025930","Treatment","0","ESP","",""
"1025931","Treatment","0","DEU","F",""
"1025932","Control","0","USA","M",""
"1025933","Control","0","USA","F",""
"1025934","Control","0","AUS","F",""
"1025935","Control","0","BRA","F",""
"1025936","Control","0","AUS","F",""
"1025937","Control","0","DEU","",""
"1025938","Treatment","0","USA","M",""
"1025939","Control","0","","M",""
"1025940","Treatment","0","USA","M",""
"1025941","Treatment","62.94","USA","M","I"
"1025942","Treatment","0","DEU","M",""
"1025943","Control","0","MEX","F",""
"1025944","Treatment","0","USA","M",""
"1025945","Treatment","0","USA","F",""
"1025946","Control","0","TUR","M",""
"1025947","Control","0","GBR","F",""
"1025948","Treatment","0","USA","O",""
"1025949","Control","0","USA","M",""
"1025950","Treatment","0","BRA","F",""
"1025951","Control","0","TUR","F",""
"1025952","Treatment","0","USA","F",""
"1025953","Control","0","USA","F",""
"1025954","Treatment","0","AUS","",""
"1025955","Treatment","0","TUR","",""
"1025956","Control","0","USA","",""
"1025957","Control","0","TUR","M",""
"1025958","Control","0","BRA","F",""
"1025959","Treatment","0","BRA","M",""
"1025960","Treatment","0","BRA","M",""
"1025961","Treatment","0","USA","F",""
"1025962","Treatment","0","ESP","M",""
"1025963","Control","0","MEX","F",""
"1025964","Control","0","USA","M",""
"1025965","Treatment","0","CAN","M",""
"1025966","Treatment","0","FRA","M",""
"1025967","Control","33.96","ESP","F","I"
"1025968","Control","0","USA","F",""
"1025969","Treatment","0","GBR","",""
"1025970","Treatment","0","ESP","",""
"1025971","Control","0","USA","F",""
"1025972","Treatment","0","BRA","F",""
"1025973","Treatment","0","GBR","F",""
"1025974","Control","67.31","TUR","F","I"
"1025975","Control","0","CAN","F",""
"1025976","Treatment","0","USA","M",""
"1025977","Control","0","BRA","M",""
